,item_id,dept_id,cat_id,state_id,price,year,sale_perday,price_change,sale_change,elasticity,level,revenue,LB_price,UB_price,opti_price,optimized_units,optimized_revenue
1,FOODS_3_001,FOODS_3,FOODS,CA,2.5,2011,1.9973474801061009,0.09649124182932711,0.0856951032941875,-0.8881127620449146,Inelastic Demand,4.993368700265252,1.25,3.75,2.6574789455796712,1.885608622624955,5.0109652142293015
3,FOODS_3_001,FOODS_3,FOODS,CA,2.0,2012,2.2,-0.19999999999999996,0.1515394912985275,-0.7576974564926378,Inelastic Demand,4.4,1.0,3.0,2.3197879822998106,1.933467205113973,4.4852339865941975
5,FOODS_3_001,FOODS_3,FOODS,CA,2.0,2013,2.0,-0.19999999999999996,0.12897196261682242,-0.6448598130841122,Inelastic Demand,4.0,1.0,3.0,2.5507246458754964,1.6448598077999135,4.1955844507652715
7,FOODS_3_001,FOODS_3,FOODS,CA,1.9800000190734863,2014,1.5,-0.2079999923706055,-0.20461095100864557,-0.9837065313160133,Inelastic Demand,2.9700000286102295,0.9900000095367432,2.9700000286102295,1.9963977186918846,1.4877799060168257,2.9702004102876174
9,FOODS_3_001,FOODS_3,FOODS,CA,1.9800000190734863,2015,1.0,-0.2079999923706055,-0.509493670886076,-2.4494888921836204,Elastic Demand,1.9800000190734863,0.9900000095367432,2.9700000286102295,1.3941659727862383,1.7247444319293916,2.4045799987484884
12,FOODS_3_001,FOODS_3,FOODS,TX,2.5,2011,1.6102941176470589,0.09649124182932711,-0.09011836441893828,-0.9339538253465416,Inelastic Demand,4.025735294117647,1.25,3.75,2.5883959635278595,1.557117215077158,4.030435914245458
13,FOODS_3_001,FOODS_3,FOODS,TX,1.25,2011,10.0,-0.5,5.210045662100456,-10.420091324200913,Elastic Demand,12.5,0.625,1.875,0.6849802799984712,57.10045665912287,39.112686790406556
14,FOODS_3_001,FOODS_3,FOODS,TX,0.9900000095367432,2011,2.5,-0.2079999923706055,-0.75,-3.605769363028062,Elastic Demand,2.475000023841858,0.4950000047683716,1.4850000143051147,0.6322799979926736,5.75721173167266,3.6401698221453866
16,FOODS_3_001,FOODS_3,FOODS,TX,1.0,2012,5.0,-0.6,2.035320088300221,-3.392200147167035,Elastic Demand,5.0,0.5,1.5,0.647396958829369,10.980500440752794,7.108742591767904
17,FOODS_3_001,FOODS_3,FOODS,TX,2.0,2012,1.75,1.0,-0.65,-0.65,Inelastic Demand,3.5,1.0,3.0,2.5384615266527666,1.443750006716239,3.664903846153846
